X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
539;1200;0.2999765;0.667045;0.2999765;0.667045;298.0;0.3530558;False;3/04/2026 5:05:31 PM:784;1775196331784;;
683;1342;0.3797984;0.7460691;0.5491731;0.9147561;294.6;0.3595504;False;3/04/2026 5:05:31 PM:815;1775196331815;;
678;1355;0.3767056;0.7528109;0.2996268;0.8175741;291.3;0.3614497;False;3/04/2026 5:05:31 PM:830;1775196331830;;
665;1354;0.3694531;0.7526546;0.2586403;0.724232;288.2;0.3614498;False;3/04/2026 5:05:31 PM:842;1775196331842;;
653;1354;0.3631192;0.7525103;0.2586499;0.7242379;285.5;0.3614497;False;3/04/2026 5:05:31 PM:855;1775196331855;;
647;1354;0.3599533;0.7522444;0.2836777;0.7326639;284.0;0.3730084;False;3/04/2026 5:05:31 PM:869;1775196331869;;
642;1353;0.3570306;0.752054;0.2761739;0.7321773;282.7;0.3730084;False;3/04/2026 5:05:31 PM:881;1775196331881;;
640;1359;0.3558948;0.7551652;0.2982573;0.7991918;280.7;0.3566208;False;3/04/2026 5:05:31 PM:895;1775196331895;;
639;1360;0.3552023;0.7560248;0.3016925;0.7778306;278.8;0.3566207;False;3/04/2026 5:05:31 PM:906;1775196331906;;
638;1362;0.3545583;0.7568048;0.3016928;0.7778314;277.1;0.3566208;False;3/04/2026 5:05:31 PM:918;1775196331918;;
629;1362;0.3499036;0.7566998;0.2600069;0.74964;276.2;0.3720197;False;3/04/2026 5:05:31 PM:932;1775196331932;;
623;1361;0.3465299;0.7566215;0.2600002;0.7496018;275.3;0.3720195;False;3/04/2026 5:05:31 PM:944;1775196331944;;
618;1361;0.3434447;0.7565479;0.2599977;0.7495903;274.5;0.3720196;False;3/04/2026 5:05:31 PM:955;1775196331955;;
612;1361;0.3405294;0.7564766;0.2599999;0.7496035;273.8;0.3720195;False;3/04/2026 5:05:31 PM:967;1775196331967;;
610;1361;0.338966;0.7566641;0.2754208;0.7642187;273.6;0.3600489;False;3/04/2026 5:05:31 PM:981;1775196331981;;
606;1361;0.3367046;0.7566523;0.2619658;0.7557303;273.4;0.360049;False;3/04/2026 5:05:31 PM:994;1775196331994;;
594;1358;0.3303752;0.7549522;0.2303632;0.7051839;272.6;0.3521707;False;3/04/2026 5:05:32 PM:8;1775196332008;;
586;1356;0.3258421;0.7537072;0.2303153;0.705137;271.8;0.3521706;False;3/04/2026 5:05:32 PM:20;1775196332020;;
