X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
1060;1597;0.5892901;0.8873605;0.5892901;0.8873605;322.2;0.2250266;False;2/04/2026 12:37:20 PM:86;1775093840086;;
1012;1544;0.5626464;0.8578585;0.4456041;0.7353514;319.7;0.2801286;False;2/04/2026 12:37:20 PM:111;1775093840111;;
972;1516;0.5400095;0.8422374;0.4026008;0.7279245;316.1;0.2576466;False;2/04/2026 12:37:20 PM:127;1775093840127;;
942;1474;0.5235568;0.8191133;0.3973195;0.6685842;312.8;0.2576467;False;2/04/2026 12:37:20 PM:139;1775093840139;;
916;1433;0.5091588;0.7962783;0.3934072;0.6511068;309.9;0.2576467;False;2/04/2026 12:37:20 PM:152;1775093840152;;
897;1431;0.498564;0.7953849;0.4074473;0.7763276;305.9;0.2952569;False;2/04/2026 12:37:20 PM:166;1775093840166;;
881;1428;0.4899881;0.7933744;0.3996981;0.7550235;302.3;0.295257;False;2/04/2026 12:37:20 PM:178;1775093840178;;
874;1416;0.4856406;0.7868502;0.4325308;0.7205206;300.4;0.3187347;False;2/04/2026 12:37:20 PM:193;1775093840193;;
868;1411;0.4824117;0.7841406;0.4298367;0.7372358;298.7;0.3187347;False;2/04/2026 12:37:20 PM:206;1775093840206;;
863;1407;0.4795058;0.781777;0.4291616;0.7375942;297.2;0.3187344;False;2/04/2026 12:37:20 PM:217;1775093840217;;
800;1407;0.4447326;0.7816961;0.2757854;0.7777012;295.0;0.3232747;False;2/04/2026 12:37:20 PM:232;1775093840232;;
752;1406;0.4180006;0.7812223;0.2674827;0.7643486;293.0;0.3232748;False;2/04/2026 12:37:20 PM:245;1775093840245;;
691;1414;0.3840575;0.785625;0.2296167;0.8586337;291.1;0.3137777;False;2/04/2026 12:37:20 PM:259;1775093840259;;
650;1419;0.3611585;0.7884428;0.2282988;0.853799;289.4;0.3137778;False;2/04/2026 12:37:20 PM:272;1775093840272;;
597;1418;0.331907;0.7880679;0.2034493;0.7753197;288.2;0.3253084;False;2/04/2026 12:37:20 PM:287;1775093840287;;
563;1418;0.3132685;0.7877937;0.2034435;0.775297;287.0;0.3253084;False;2/04/2026 12:37:20 PM:300;1775093840300;;
539;1418;0.2995431;0.7880312;0.2145781;0.8109093;286.0;0.3253084;False;2/04/2026 12:37:20 PM:314;1775093840314;;
515;1419;0.2866445;0.7883772;0.2105348;0.813831;285.5;0.353993;False;2/04/2026 12:37:20 PM:330;1775093840330;;
499;1419;0.2774183;0.7883915;0.2068682;0.8027949;285.0;0.3539928;False;2/04/2026 12:37:20 PM:342;1775093840342;;
481;1418;0.2676609;0.7881918;0.2013277;0.7792099;283.8;0.3315945;False;2/04/2026 12:37:20 PM:358;1775093840358;;
471;1418;0.2619043;0.788209;0.206989;0.7976291;282.6;0.3315943;False;2/04/2026 12:37:20 PM:370;1775093840370;;
452;1409;0.2515596;0.7832853;0.1774142;0.7179086;279.4;0.3501486;False;2/04/2026 12:37:20 PM:383;1775093840383;;
433;1389;0.2406985;0.7717798;0.1600159;0.6662248;276.5;0.3501487;False;2/04/2026 12:37:20 PM:397;1775093840397;;
418;1373;0.2324127;0.7628254;0.1600106;0.666205;273.9;0.3501485;False;2/04/2026 12:37:20 PM:409;1775093840409;;
407;1366;0.2264595;0.7592652;0.1731704;0.7045296;272.6;0.3482716;False;2/04/2026 12:37:20 PM:423;1775093840423;;
399;1361;0.2220598;0.7565377;0.1731603;0.7044947;271.4;0.3482716;False;2/04/2026 12:37:20 PM:435;1775093840435;;
392;1357;0.2182505;0.7540962;0.173158;0.7044866;270.3;0.3482715;False;2/04/2026 12:37:20 PM:447;1775093840447;;
376;1316;0.2093501;0.7316654;0.1380467;0.5917859;270.1;0.3453566;False;2/04/2026 12:37:20 PM:462;1775093840462;;
357;1243;0.19887;0.6910594;0.1105911;0.4921826;269.9;0.3453563;False;2/04/2026 12:37:20 PM:474;1775093840474;;
341;1185;0.1898208;0.6584116;0.1105983;0.49221;269.7;0.3453564;False;2/04/2026 12:37:20 PM:487;1775093840487;;
336;1185;0.1869992;0.6583539;0.1509622;0.6571658;270.7;0.341943;False;2/04/2026 12:37:20 PM:500;1775093840500;;
332;1184;0.1848245;0.6581973;0.1507829;0.6544385;271.6;0.3419431;False;2/04/2026 12:37:20 PM:513;1775093840513;;
333;1194;0.1850799;0.6633721;0.1938452;0.7603747;271.3;0.3349746;False;2/04/2026 12:37:20 PM:527;1775093840527;;
333;1198;0.1851669;0.6656796;0.1887061;0.7468624;271.0;0.3349748;False;2/04/2026 12:37:20 PM:538;1775093840538;;
333;1202;0.1852518;0.6679269;0.1886945;0.7468352;270.8;0.3349747;False;2/04/2026 12:37:20 PM:549;1775093840549;;
331;1202;0.1842447;0.6682193;0.1646421;0.6766906;271.4;0.3514114;False;2/04/2026 12:37:20 PM:564;1775093840564;;
330;1203;0.1835322;0.6684276;0.1646266;0.676653;272.0;0.3514113;False;2/04/2026 12:37:20 PM:576;1775093840576;;
329;1203;0.1828958;0.6687989;0.1678773;0.6891101;273.1;0.3248828;False;2/04/2026 12:37:20 PM:591;1775093840591;;
328;1204;0.1824173;0.6690727;0.1679693;0.6917324;274.0;0.324883;False;2/04/2026 12:37:20 PM:604;1775093840604;;
327;1204;0.1819845;0.6693377;0.167873;0.6890997;274.9;0.324883;False;2/04/2026 12:37:20 PM:617;1775093840617;;
325;1206;0.1809628;0.6702963;0.1571738;0.7223152;275.0;0.3453518;False;2/04/2026 12:37:20 PM:632;1775093840632;;
324;1207;0.1801448;0.6710753;0.157153;0.7222678;275.1;0.345352;False;2/04/2026 12:37:20 PM:645;1775093840645;;
324;1214;0.1800137;0.6749529;0.1737473;0.7542439;276.1;0.3554663;False;2/04/2026 12:37:20 PM:662;1775093840662;;
323;1216;0.1797088;0.6758389;0.1659611;0.7301534;277.0;0.3554661;False;2/04/2026 12:37:20 PM:674;1775093840674;;
321;1216;0.1788485;0.6760409;0.1558433;0.7061586;276.8;0.3468778;False;2/04/2026 12:37:20 PM:691;1775093840691;;
321;1218;0.1785619;0.676738;0.1637451;0.7280079;276.7;0.3468777;False;2/04/2026 12:37:20 PM:703;1775093840703;;
321;1239;0.178664;0.6884343;0.1927831;0.8118911;276.6;0.3376892;False;2/04/2026 12:37:20 PM:718;1775093840718;;
321;1252;0.1786806;0.6958026;0.1880746;0.8054121;276.5;0.3376891;False;2/04/2026 12:37:20 PM:730;1775093840730;;
321;1264;0.1786961;0.7022561;0.1880671;0.8053965;276.4;0.3376891;False;2/04/2026 12:37:20 PM:742;1775093840742;;
319;1262;0.177313;0.7012067;0.1439721;0.6806576;277.4;0.3378103;False;2/04/2026 12:37:20 PM:758;1775093840758;;
317;1261;0.17648;0.700852;0.1464803;0.6890643;278.2;0.3378105;False;2/04/2026 12:37:20 PM:769;1775093840769;;
316;1261;0.175633;0.7006876;0.1453355;0.6941685;279.0;0.3378104;False;2/04/2026 12:37:20 PM:781;1775093840781;;
