X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
571;481;0.4992264;0.7706212;0.4992264;0.7706212;599.5;0.1848452;False;4/04/2026 10:56:43 AM:852;1775260603852;;
425;462;0.3714134;0.7397965;0.2287735;0.6238943;589.4;0.2075461;False;4/04/2026 10:56:43 AM:986;1775260603986;;
396;462;0.3461764;0.7395357;0.2479029;0.7312307;580.6;0.2188416;False;4/04/2026 10:56:44 AM:48;1775260604048;;
374;453;0.3269722;0.7256375;0.1887735;0.5522351;574.5;0.2099081;False;4/04/2026 10:56:44 AM:72;1775260604072;;
344;438;0.3005294;0.7014894;0.1429293;0.4800624;569.5;0.2135779;False;4/04/2026 10:56:44 AM:96;1775260604096;;
325;434;0.2841735;0.6944344;0.1512247;0.5541992;565.1;0.2044248;False;4/04/2026 10:56:44 AM:117;1775260604117;;
314;418;0.2745966;0.6703408;0.1728197;0.436318;562.4;0.194536;False;4/04/2026 10:56:44 AM:139;1775260604139;;
305;407;0.2671404;0.6516914;0.1728221;0.4362082;560.1;0.1945343;False;4/04/2026 10:56:44 AM:160;1775260604160;;
295;406;0.2584719;0.6498994;0.1583176;0.5608113;557.8;0.1941183;False;4/04/2026 10:56:44 AM:182;1775260604182;;
294;404;0.256976;0.6464481;0.2095405;0.5355714;554.2;0.1912811;False;4/04/2026 10:56:44 AM:206;1775260604206;;
293;402;0.2559583;0.6446275;0.2115422;0.5476866;550.9;0.1912786;False;4/04/2026 10:56:44 AM:227;1775260604227;;
293;402;0.2562432;0.644224;0.2664053;0.6040539;550.2;0.2089122;False;4/04/2026 10:56:44 AM:250;1775260604250;;
293;402;0.2564058;0.6441297;0.2644018;0.5835517;551.0;0.1897877;False;4/04/2026 10:56:44 AM:270;1775260604270;;
293;402;0.2563685;0.6441181;0.247566;0.5865359;551.6;0.1898008;False;4/04/2026 10:56:44 AM:291;1775260604291;;
292;401;0.2555632;0.6419074;0.2171544;0.5380321;552.2;0.1881455;False;4/04/2026 10:56:44 AM:311;1775260604311;;
295;400;0.2583911;0.6415002;0.3083979;0.6158725;555.1;0.1863052;False;4/04/2026 10:56:44 AM:332;1775260604332;;
297;400;0.2597774;0.6411731;0.297158;0.6117747;557.7;0.1862781;False;4/04/2026 10:56:44 AM:351;1775260604351;;
301;399;0.2633282;0.6392024;0.3240742;0.5426834;559.9;0.18854;False;4/04/2026 10:56:44 AM:371;1775260604371;;
304;398;0.2661515;0.6375849;0.324073;0.5426677;561.9;0.1885352;False;4/04/2026 10:56:44 AM:390;1775260604390;;
