X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
818;574;0.4261893;0.5320226;0.4723681;0.6401686;544.5;0.1820555;False;14/04/2026 5:44:59 PM:98;1776152699098;;
821;579;0.4276223;0.5364493;0.4649898;0.629486;543.2;0.1817769;False;14/04/2026 5:44:59 PM:111;1776152699111;;
823;583;0.4288661;0.5402578;0.4650037;0.6294827;542.0;0.1818325;False;14/04/2026 5:44:59 PM:125;1776152699125;;
831;590;0.4331673;0.5469293;0.4942982;0.6545361;540.7;0.2272653;False;14/04/2026 5:44:59 PM:142;1776152699142;;
837;595;0.436272;0.5517718;0.4943119;0.6545321;539.6;0.2273383;False;14/04/2026 5:44:59 PM:157;1776152699157;;
843;600;0.4391391;0.5562444;0.4944486;0.6544932;538.5;0.2280641;False;14/04/2026 5:44:59 PM:171;1776152699171;;
848;605;0.441724;0.5603276;0.4942979;0.6545361;537.6;0.227265;False;14/04/2026 5:44:59 PM:185;1776152699185;;
861;607;0.4489063;0.562158;0.5294939;0.629311;536.1;0.2274905;False;14/04/2026 5:44:59 PM:202;1776152699202;;
871;609;0.4536821;0.5639002;0.5243239;0.6338376;534.9;0.2277064;False;14/04/2026 5:44:59 PM:217;1776152699217;;
878;610;0.4577535;0.5654411;0.5243338;0.6338348;533.7;0.2277603;False;14/04/2026 5:44:59 PM:232;1776152699232;;
885;612;0.4612847;0.5668214;0.5243801;0.6338214;532.7;0.2280119;False;14/04/2026 5:44:59 PM:246;1776152699246;;
888;612;0.4626197;0.567465;0.5029659;0.6199348;532.6;0.2302608;False;14/04/2026 5:44:59 PM:263;1776152699263;;
890;613;0.4636658;0.5679746;0.5030385;0.6199102;532.6;0.2306456;False;14/04/2026 5:44:59 PM:277;1776152699277;;
896;614;0.4667756;0.5693794;0.5257519;0.6369196;532.5;0.230965;False;14/04/2026 5:44:59 PM:293;1776152699293;;
897;615;0.4674574;0.5697329;0.5029578;0.6199375;532.5;0.2302188;False;14/04/2026 5:44:59 PM:307;1776152699307;;
902;616;0.469827;0.5708377;0.5258024;0.6369026;532.5;0.2312343;False;14/04/2026 5:44:59 PM:321;1776152699321;;
903;616;0.4707269;0.5709943;0.5088301;0.6029963;533.1;0.2344991;False;14/04/2026 5:44:59 PM:338;1776152699338;;
905;616;0.4714319;0.5711186;0.508921;0.6029679;533.6;0.2349756;False;14/04/2026 5:44:59 PM:353;1776152699353;;
906;616;0.4720567;0.5712301;0.5089869;0.6029477;534.0;0.2353234;False;14/04/2026 5:44:59 PM:366;1776152699366;;
907;617;0.4726521;0.5713377;0.5090066;0.6029418;534.5;0.2354266;False;14/04/2026 5:44:59 PM:381;1776152699381;;
908;617;0.473176;0.571434;0.508957;0.6029571;534.8;0.2351649;False;14/04/2026 5:44:59 PM:395;1776152699395;;
909;617;0.4735998;0.5714693;0.5069149;0.6091506;533.1;0.2425432;False;14/04/2026 5:44:59 PM:411;1776152699411;;
909;617;0.47392;0.5714956;0.5070103;0.6091267;531.6;0.2430856;False;14/04/2026 5:44:59 PM:425;1776152699425;;
912;617;0.4752046;0.5716478;0.5240549;0.5975711;530.2;0.2439077;False;14/04/2026 5:44:59 PM:439;1776152699439;;
914;617;0.4764033;0.5717931;0.5239865;0.5975879;529.0;0.2435141;False;14/04/2026 5:44:59 PM:454;1776152699454;;
928;619;0.4834825;0.5737247;0.5715111;0.6469788;526.6;0.247216;False;14/04/2026 5:44:59 PM:470;1776152699470;;
942;620;0.4907257;0.5749794;0.5871794;0.6440367;524.4;0.2477952;False;14/04/2026 5:44:59 PM:484;1776152699484;;
954;622;0.4971008;0.5761369;0.587293;0.6439956;522.5;0.2484733;False;14/04/2026 5:44:59 PM:498;1776152699498;;
965;623;0.5026245;0.5771898;0.5872759;0.6440014;520.7;0.248372;False;14/04/2026 5:44:59 PM:512;1776152699512;;
975;624;0.5078866;0.5782437;0.5872597;0.6440073;519.2;0.2482753;False;14/04/2026 5:44:59 PM:528;1776152699528;;
975;624;0.5080425;0.5785;0.5187704;0.6057248;518.4;0.2327708;False;14/04/2026 5:44:59 PM:544;1776152699544;;
976;624;0.5085647;0.5786404;0.5429956;0.6125138;517.7;0.2335172;False;14/04/2026 5:44:59 PM:562;1776152699562;;
976;625;0.5086861;0.5788211;0.518765;0.6057263;517.0;0.2327415;False;14/04/2026 5:44:59 PM:575;1776152699575;;
977;625;0.509124;0.5789115;0.543099;0.612485;516.4;0.2340868;False;14/04/2026 5:44:59 PM:589;1776152699589;;
986;628;0.5139984;0.5816487;0.5904248;0.6685077;517.6;0.2415226;False;14/04/2026 5:44:59 PM:605;1776152699605;;
994;630;0.5179788;0.5839405;0.5904682;0.6684945;518.7;0.2417738;False;14/04/2026 5:44:59 PM:620;1776152699620;;
1000;632;0.521193;0.5858316;0.5904955;0.6684864;519.7;0.2419315;False;14/04/2026 5:44:59 PM:632;1776152699632;;
1006;634;0.5241263;0.5872279;0.5890114;0.6612266;520.6;0.2423746;False;14/04/2026 5:44:59 PM:648;1776152699648;;
1011;635;0.5267552;0.5888741;0.5904554;0.6684984;521.3;0.2416986;False;14/04/2026 5:44:59 PM:662;1776152699662;;
1012;636;0.527447;0.5891073;0.5679922;0.6003738;521.3;0.2351389;False;14/04/2026 5:44:59 PM:677;1776152699677;;
1013;636;0.5279922;0.5892891;0.568064;0.6003483;521.3;0.2355422;False;14/04/2026 5:44:59 PM:691;1776152699691;;
1014;636;0.5285102;0.5894599;0.5681358;0.6003234;521.2;0.2359457;False;14/04/2026 5:44:59 PM:705;1776152699705;;
1015;636;0.5289936;0.5896198;0.5680955;0.6003374;521.2;0.2357185;False;14/04/2026 5:44:59 PM:719;1776152699719;;
1016;636;0.5294089;0.5897574;0.5680531;0.6003522;521.2;0.2354808;False;14/04/2026 5:44:59 PM:733;1776152699733;;
1023;637;0.5329791;0.5898739;0.6042944;0.6151869;521.3;0.2238073;False;14/04/2026 5:44:59 PM:748;1776152699748;;
1028;637;0.5357966;0.5899386;0.6052864;0.6177047;521.5;0.2240712;False;14/04/2026 5:44:59 PM:762;1776152699762;;
1032;637;0.5375097;0.590068;0.5964361;0.6039547;521.6;0.2244036;False;14/04/2026 5:44:59 PM:774;1776152699774;;
1037;637;0.540237;0.5901155;0.605288;0.6177042;521.7;0.2240776;False;14/04/2026 5:44:59 PM:791;1776152699791;;
1037;637;0.5404097;0.5901497;0.5469019;0.5921224;521.8;0.2280152;False;14/04/2026 5:44:59 PM:806;1776152699806;;
1037;637;0.540531;0.5902622;0.5723364;0.605045;522.0;0.2291737;False;14/04/2026 5:44:59 PM:822;1776152699822;;
1038;637;0.5406672;0.5902861;0.54702;0.5920863;522.1;0.2286354;False;14/04/2026 5:44:59 PM:836;1776152699836;;
1038;637;0.5408247;0.5903643;0.5723667;0.605036;522.2;0.2293336;False;14/04/2026 5:44:59 PM:850;1776152699850;;
1053;641;0.5485285;0.5939535;0.6413847;0.6796499;523.2;0.2189984;False;14/04/2026 5:44:59 PM:866;1776152699866;;
1063;644;0.5541486;0.5966463;0.6414555;0.6796232;524.0;0.2192973;False;14/04/2026 5:44:59 PM:881;1776152699881;;
1073;646;0.5590596;0.5990571;0.6415628;0.6795832;524.8;0.2197537;False;14/04/2026 5:44:59 PM:894;1776152699894;;
1081;649;0.5632796;0.6011844;0.641546;0.6795893;525.5;0.2196812;False;14/04/2026 5:44:59 PM:908;1776152699908;;
1088;651;0.5671124;0.6031674;0.6415178;0.6795998;526.1;0.2195616;False;14/04/2026 5:44:59 PM:922;1776152699922;;
1092;650;0.5688301;0.6025173;0.6221792;0.583362;524.3;0.2247296;False;14/04/2026 5:44:59 PM:938;1776152699938;;
1094;650;0.57021;0.6019955;0.6221659;0.5833668;522.6;0.2246727;False;14/04/2026 5:44:59 PM:954;1776152699954;;
