X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
568;483;0.296232;0.4478697;0.2458633;0.5375088;518.3;0.2275014;False;14/04/2026 5:46:08 PM:112;1776152768112;;
565;485;0.2947294;0.4494992;0.2487104;0.5157645;517.6;0.2278001;False;14/04/2026 5:46:08 PM:128;1776152768128;;
563;487;0.2932397;0.4511258;0.2486774;0.5157763;516.9;0.2277029;False;14/04/2026 5:46:08 PM:144;1776152768144;;
590;501;0.3074691;0.4640751;0.4035456;0.6131625;515.9;0.2210567;False;14/04/2026 5:46:08 PM:160;1776152768160;;
591;505;0.3080179;0.4680288;0.3238085;0.5664846;515.1;0.2215178;False;14/04/2026 5:46:08 PM:175;1776152768175;;
592;509;0.3085202;0.4715903;0.3239205;0.5664613;514.3;0.2218151;False;14/04/2026 5:46:08 PM:189;1776152768189;;
593;512;0.308971;0.4747659;0.3239432;0.5664564;513.6;0.2218764;False;14/04/2026 5:46:08 PM:203;1776152768203;;
597;516;0.3113642;0.4778144;0.3511289;0.5656558;513.4;0.225578;False;14/04/2026 5:46:08 PM:218;1776152768218;;
598;517;0.311525;0.478856;0.3202101;0.5438905;513.2;0.2258562;False;14/04/2026 5:46:08 PM:232;1776152768232;;
598;518;0.3116724;0.4798041;0.3202582;0.5438804;513.1;0.2259811;False;14/04/2026 5:46:08 PM:245;1776152768245;;
598;519;0.3118105;0.4806952;0.3202534;0.5438813;512.9;0.2259688;False;14/04/2026 5:46:08 PM:260;1776152768260;;
598;520;0.311931;0.4814816;0.3202067;0.5438911;512.8;0.2258478;False;14/04/2026 5:46:08 PM:274;1776152768274;;
639;523;0.333067;0.4851491;0.4544931;0.5806218;512.6;0.2277303;False;14/04/2026 5:46:08 PM:291;1776152768291;;
667;526;0.3476011;0.4879321;0.4544699;0.5806209;512.5;0.2277016;False;14/04/2026 5:46:08 PM:306;1776152768306;;
675;529;0.3517118;0.4899296;0.4065828;0.5744016;512.3;0.2281544;False;14/04/2026 5:46:08 PM:320;1776152768320;;
689;531;0.3591715;0.4919313;0.4357536;0.5776096;512.2;0.2280761;False;14/04/2026 5:46:08 PM:334;1776152768334;;
702;533;0.3661011;0.4939333;0.43567;0.5776165;512.0;0.2279365;False;14/04/2026 5:46:08 PM:351;1776152768351;;
683;534;0.3560983;0.4950972;0.260781;0.5682517;512.4;0.2284923;False;14/04/2026 5:46:08 PM:367;1776152768367;;
658;535;0.3431583;0.495827;0.2400577;0.5618554;512.7;0.2293148;False;14/04/2026 5:46:08 PM:384;1776152768384;;
647;536;0.3371834;0.4967255;0.2607597;0.5682593;513.0;0.228427;False;14/04/2026 5:46:08 PM:399;1776152768399;;
640;537;0.3334507;0.49761;0.2703637;0.5702257;513.3;0.2291979;False;14/04/2026 5:46:08 PM:414;1776152768414;;
639;537;0.3332428;0.4979568;0.3143433;0.536444;512.7;0.2190145;False;14/04/2026 5:46:08 PM:431;1776152768431;;
636;538;0.3315199;0.4982257;0.2854492;0.5370436;512.2;0.2193867;False;14/04/2026 5:46:08 PM:445;1776152768445;;
633;538;0.330043;0.4984632;0.285489;0.5370373;511.8;0.2194576;False;14/04/2026 5:46:08 PM:458;1776152768458;;
631;538;0.3287072;0.4986847;0.285563;0.5370256;511.4;0.2195892;False;14/04/2026 5:46:08 PM:472;1776152768472;;
630;538;0.3285944;0.4990429;0.3096871;0.5196396;511.4;0.2147482;False;14/04/2026 5:46:08 PM:489;1776152768489;;
630;539;0.3285105;0.4993071;0.3096933;0.5196382;511.4;0.2147632;False;14/04/2026 5:46:08 PM:502;1776152768502;;
630;539;0.3284355;0.4995507;0.309835;0.5196096;511.3;0.2151013;False;14/04/2026 5:46:08 PM:516;1776152768516;;
630;539;0.3283636;0.4997813;0.3098201;0.5196126;511.3;0.2150654;False;14/04/2026 5:46:08 PM:530;1776152768530;;
630;539;0.3282959;0.4999924;0.3097597;0.5196247;511.3;0.2149212;False;14/04/2026 5:46:08 PM:544;1776152768544;;
624;540;0.3251825;0.5006177;0.2654005;0.5555143;511.5;0.2250552;False;14/04/2026 5:46:08 PM:560;1776152768560;;
618;541;0.3218795;0.5009707;0.2566374;0.5514369;511.6;0.225335;False;14/04/2026 5:46:08 PM:574;1776152768574;;
610;541;0.3179781;0.5014109;0.2566773;0.5514212;511.8;0.2254544;False;14/04/2026 5:46:08 PM:594;1776152768594;;
610;545;0.317901;0.5047379;0.3129065;0.5975178;511.9;0.2240691;False;14/04/2026 5:46:08 PM:610;1776152768610;;
609;513;0.3173244;0.4752283;0.2840582;0.2839703;512.7;0.2172568;False;14/04/2026 5:46:08 PM:625;1776152768625;;
602;489;0.3135974;0.4529271;0.2428527;0.2793742;513.4;0.2180511;False;14/04/2026 5:46:08 PM:639;1776152768639;;
597;465;0.3110236;0.4312818;0.2510529;0.266505;514.0;0.2182783;False;14/04/2026 5:46:08 PM:653;1776152768653;;
