X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
718;521;0.374279;0.4830059;0.374279;0.4830059;532.3;0.1775087;False;14/04/2026 5:41:34 PM:255;1776152494255;;
808;447;0.4208681;0.4144074;0.4370382;0.3901978;502.8;0.202673;False;14/04/2026 5:41:35 PM:354;1776152495354;;
820;448;0.427131;0.4148171;0.5111532;0.4257811;501.5;0.2013729;False;14/04/2026 5:41:35 PM:373;1776152495373;;
828;448;0.4313883;0.4151083;0.5108725;0.4258769;500.4;0.2012804;False;14/04/2026 5:41:35 PM:387;1776152495387;;
831;448;0.4328227;0.4155396;0.4874484;0.4311543;499.3;0.2014705;False;14/04/2026 5:41:35 PM:400;1776152495400;;
833;449;0.4340765;0.4159147;0.4874904;0.43114;498.4;0.2014845;False;14/04/2026 5:41:35 PM:414;1776152495414;;
835;449;0.4353639;0.4162938;0.487651;0.4310853;497.5;0.2015391;False;14/04/2026 5:41:35 PM:428;1776152495428;;
837;449;0.4361283;0.4163948;0.4812084;0.4216385;497.4;0.216965;False;14/04/2026 5:41:35 PM:446;1776152495446;;
838;449;0.4365926;0.4164075;0.4790938;0.4174263;497.2;0.2171554;False;14/04/2026 5:41:35 PM:460;1776152495460;;
839;449;0.4370279;0.4164181;0.4793181;0.4173505;497.1;0.217243;False;14/04/2026 5:41:35 PM:474;1776152495474;;
839;449;0.4374235;0.4164273;0.4794198;0.4173162;497.0;0.2172827;False;14/04/2026 5:41:35 PM:488;1776152495488;;
840;449;0.4377952;0.416436;0.4794027;0.4173221;496.9;0.2172759;False;14/04/2026 5:41:35 PM:502;1776152495502;;
863;450;0.4498442;0.4171109;0.5637847;0.4425495;499.5;0.2054312;False;14/04/2026 5:41:35 PM:519;1776152495519;;
880;451;0.4584187;0.4176157;0.5640318;0.4424974;501.8;0.2055077;False;14/04/2026 5:41:35 PM:532;1776152495532;;
898;451;0.4681239;0.4182213;0.564392;0.4424213;503.9;0.2056205;False;14/04/2026 5:41:35 PM:552;1776152495552;;
901;451;0.4695421;0.4179472;0.5214141;0.3931316;505.8;0.2050824;False;14/04/2026 5:41:35 PM:566;1776152495566;;
900;452;0.4689761;0.4189737;0.4576595;0.4529254;505.5;0.2124076;False;14/04/2026 5:41:35 PM:585;1776152495585;;
899;452;0.4683344;0.4189146;0.453785;0.4070165;505.2;0.2123092;False;14/04/2026 5:41:35 PM:602;1776152495602;;
898;452;0.4678446;0.4188682;0.4537655;0.4070227;504.9;0.2122973;False;14/04/2026 5:41:35 PM:616;1776152495616;;
897;453;0.4675869;0.4196094;0.4585787;0.4526421;504.7;0.2127404;False;14/04/2026 5:41:35 PM:630;1776152495630;;
899;453;0.4683585;0.419572;0.5034231;0.4105307;505.8;0.2033136;False;14/04/2026 5:41:35 PM:647;1776152495647;;
899;452;0.4684356;0.4193774;0.4764735;0.3990437;506.9;0.2034623;False;14/04/2026 5:41:35 PM:661;1776152495661;;
899;452;0.4685034;0.4193484;0.4777579;0.4094782;507.8;0.2036279;False;14/04/2026 5:41:35 PM:675;1776152495675;;
899;452;0.4685746;0.419318;0.4777116;0.4094955;508.7;0.2035942;False;14/04/2026 5:41:35 PM:691;1776152495691;;
895;452;0.466413;0.4192682;0.4305559;0.4074395;509.9;0.1968511;False;14/04/2026 5:41:35 PM:707;1776152495707;;
