X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
754;423;0.3929781;0.3922811;0.3737674;0.3738326;498.0;0.2020662;False;14/04/2026 5:43:25 PM:533;1776152605533;;
753;423;0.3925444;0.392046;0.3721129;0.3722252;499.5;0.2021501;False;14/04/2026 5:43:25 PM:546;1776152605546;;
752;423;0.3920302;0.3917787;0.3703557;0.3710558;501.2;0.197012;False;14/04/2026 5:43:25 PM:563;1776152605563;;
752;422;0.391735;0.3916239;0.3730602;0.3736435;502.8;0.1971047;False;14/04/2026 5:43:25 PM:575;1776152605575;;
751;422;0.3914401;0.391465;0.3722207;0.3726629;504.2;0.1972704;False;14/04/2026 5:43:25 PM:589;1776152605589;;
750;422;0.3911094;0.3912871;0.3703521;0.3709178;505.4;0.1972301;False;14/04/2026 5:43:25 PM:603;1776152605603;;
750;422;0.3908758;0.3911593;0.3722194;0.3726618;506.6;0.1972761;False;14/04/2026 5:43:25 PM:616;1776152605616;;
749;422;0.3905497;0.3909864;0.3701915;0.3709852;506.6;0.2016028;False;14/04/2026 5:43:25 PM:632;1776152605632;;
749;422;0.3902853;0.3908447;0.3713903;0.3721243;506.7;0.2016335;False;14/04/2026 5:43:25 PM:649;1776152605649;;
748;421;0.3900104;0.3906985;0.3691022;0.3700068;506.7;0.2015049;False;14/04/2026 5:43:25 PM:663;1776152605663;;
748;421;0.3897857;0.390577;0.370189;0.3709827;506.8;0.2016136;False;14/04/2026 5:43:25 PM:678;1776152605678;;
748;421;0.3897047;0.3905293;0.3755019;0.3758505;505.6;0.215756;False;14/04/2026 5:43:25 PM:695;1776152605695;;
748;421;0.3897022;0.3905282;0.3800555;0.3802471;504.5;0.215821;False;14/04/2026 5:43:25 PM:708;1776152605708;;
748;421;0.3896827;0.3905168;0.382523;0.3826228;503.5;0.2159205;False;14/04/2026 5:43:25 PM:722;1776152605722;;
748;421;0.3896814;0.390515;0.3800481;0.3802402;502.7;0.2158593;False;14/04/2026 5:43:25 PM:736;1776152605736;;
748;421;0.389664;0.3905048;0.3825255;0.3826251;501.9;0.2159087;False;14/04/2026 5:43:25 PM:750;1776152605750;;
748;421;0.3896608;0.3905019;0.3800434;0.3802359;501.2;0.2158835;False;14/04/2026 5:43:25 PM:764;1776152605764;;
748;421;0.3895997;0.3904609;0.3763801;0.3762854;501.0;0.2124207;False;14/04/2026 5:43:25 PM:782;1776152605782;;
747;421;0.3895542;0.3904304;0.3763736;0.3762794;500.9;0.2124568;False;14/04/2026 5:43:25 PM:794;1776152605794;;
747;421;0.3895339;0.3904186;0.3827088;0.3824978;500.8;0.2125681;False;14/04/2026 5:43:25 PM:809;1776152605809;;
747;421;0.389514;0.390407;0.3826998;0.3824894;500.7;0.2126173;False;14/04/2026 5:43:25 PM:823;1776152605823;;
747;421;0.3894596;0.3903731;0.3765645;0.3766333;503.1;0.2173279;False;14/04/2026 5:43:25 PM:839;1776152605839;;
747;421;0.3894176;0.3903467;0.3765644;0.3766331;505.3;0.2173285;False;14/04/2026 5:43:25 PM:854;1776152605854;;
747;421;0.3894137;0.3903423;0.3791938;0.3790698;507.2;0.2173746;False;14/04/2026 5:43:25 PM:868;1776152605868;;
747;421;0.3894097;0.3903376;0.3791948;0.3790706;509.0;0.2173694;False;14/04/2026 5:43:25 PM:884;1776152605884;;
747;421;0.3893897;0.3903247;0.381619;0.3817222;510.9;0.2033735;False;14/04/2026 5:43:25 PM:900;1776152605900;;
747;421;0.3893675;0.3903094;0.3853735;0.3853849;512.7;0.2034957;False;14/04/2026 5:43:25 PM:914;1776152605914;;
747;421;0.3893471;0.3902945;0.386072;0.3860144;514.3;0.2035558;False;14/04/2026 5:43:25 PM:928;1776152605928;;
747;421;0.3893293;0.3902829;0.3835813;0.3835675;515.8;0.2035052;False;14/04/2026 5:43:25 PM:944;1776152605944;;
747;421;0.3893551;0.390283;0.3910058;0.3902934;515.4;0.2267888;False;14/04/2026 5:43:25 PM:967;1776152605967;;
747;421;0.3893473;0.390274;0.3881029;0.3874989;515.1;0.2266669;False;14/04/2026 5:43:25 PM:982;1776152605982;;
747;421;0.3894016;0.3902926;0.3941816;0.3933791;514.8;0.226839;False;14/04/2026 5:43:25 PM:996;1776152605996;;
747;421;0.3894517;0.3903098;0.3941823;0.3933796;514.6;0.2268308;False;14/04/2026 5:43:26 PM:10;1776152606010;;
748;421;0.3897517;0.3904571;0.4034912;0.4027523;513.8;0.2124074;False;14/04/2026 5:43:26 PM:27;1776152606027;;
748;421;0.3900261;0.3905954;0.4049523;0.4042521;513.0;0.2124197;False;14/04/2026 5:43:26 PM:40;1776152606040;;
749;421;0.3902784;0.3907237;0.4049518;0.4042518;512.3;0.2124418;False;14/04/2026 5:43:26 PM:55;1776152606055;;
