X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
843;275;0.7298184;0.4644856;0.9194098;0.444559;391.5;0.2264634;False;15/04/2026 8:57:48 PM:465;1776250668465;;
878;275;0.7602059;0.4642632;0.9277523;0.4470538;390.5;0.2299225;False;15/04/2026 8:57:48 PM:485;1776250668485;;
910;275;0.7873732;0.4642197;0.9381682;0.4583411;391.2;0.2151503;False;15/04/2026 8:57:48 PM:506;1776250668506;;
931;275;0.8061784;0.4641717;0.9322603;0.4571368;391.8;0.2155412;False;15/04/2026 8:57:48 PM:526;1776250668526;;
948;275;0.8204745;0.4641306;0.9322968;0.4571151;392.3;0.2159875;False;15/04/2026 8:57:48 PM:545;1776250668545;;
966;275;0.8362374;0.4639554;0.9523818;0.4463901;393.6;0.2268838;False;15/04/2026 8:57:48 PM:566;1776250668566;;
981;275;0.8488166;0.4638448;0.9568861;0.448814;394.7;0.2277373;False;15/04/2026 8:57:48 PM:584;1776250668584;;
993;274;0.8596967;0.4637392;0.9568518;0.4488343;395.7;0.2272781;False;15/04/2026 8:57:48 PM:605;1776250668605;;
1000;274;0.8655124;0.4635906;0.9259402;0.4472318;396.6;0.2239624;False;15/04/2026 8:57:48 PM:632;1776250668632;;
1002;274;0.8675817;0.4630473;0.9086494;0.4268087;394.9;0.2252255;False;15/04/2026 8:57:48 PM:653;1776250668653;;
1004;274;0.8693062;0.4625806;0.9086977;0.4267807;393.4;0.2258411;False;15/04/2026 8:57:48 PM:673;1776250668673;;
1004;274;0.8686221;0.4628936;0.8368002;0.4854028;395.5;0.222153;False;15/04/2026 8:57:48 PM:694;1776250668694;;
1004;274;0.8685342;0.463113;0.852284;0.4837837;397.4;0.2232646;False;15/04/2026 8:57:48 PM:713;1776250668713;;
1003;274;0.8684561;0.4633068;0.8522915;0.4837736;399.1;0.223351;False;15/04/2026 8:57:48 PM:732;1776250668732;;
1003;274;0.8683844;0.463484;0.8522907;0.4837746;400.7;0.2233431;False;15/04/2026 8:57:48 PM:752;1776250668752;;
1003;274;0.868381;0.4633959;0.8569431;0.4500356;403.5;0.2018502;False;15/04/2026 8:57:48 PM:773;1776250668773;;
1003;274;0.8683576;0.4634368;0.8594829;0.4719602;406.1;0.20037;False;15/04/2026 8:57:48 PM:799;1776250668799;;
1002;274;0.8670354;0.4636276;0.822742;0.4847578;410.1;0.2266376;False;15/04/2026 8:57:48 PM:821;1776250668821;;
1001;275;0.8665718;0.4637788;0.834754;0.4847242;413.6;0.2274794;False;15/04/2026 8:57:48 PM:839;1776250668839;;
1001;275;0.8661533;0.4639163;0.8347557;0.4847136;416.9;0.2275947;False;15/04/2026 8:57:48 PM:859;1776250668859;;
1000;275;0.8651994;0.4640442;0.8227501;0.4847121;419.8;0.2271319;False;15/04/2026 8:57:48 PM:880;1776250668880;;
973;275;0.8424293;0.4651051;0.6813006;0.5177916;422.8;0.2081777;False;15/04/2026 8:57:48 PM:901;1776250668901;;
951;276;0.8231741;0.4657641;0.6656859;0.5130927;425.5;0.2087768;False;15/04/2026 8:57:48 PM:919;1776250668919;;
933;276;0.8075651;0.4663498;0.6656862;0.5130791;427.9;0.2089279;False;15/04/2026 8:57:48 PM:938;1776250668938;;
920;277;0.7959037;0.4675634;0.6897376;0.5243132;430.1;0.2073684;False;15/04/2026 8:57:48 PM:964;1776250668964;;
915;277;0.7920148;0.4676109;0.7182733;0.4839236;433.5;0.2197672;False;15/04/2026 8:57:48 PM:985;1776250668985;;
912;277;0.7890208;0.4676492;0.7182768;0.4838918;436.5;0.2201411;False;15/04/2026 8:57:49 PM:4;1776250669004;;
909;277;0.7863883;0.4676844;0.7182786;0.4838749;439.2;0.2203399;False;15/04/2026 8:57:49 PM:24;1776250669024;;
904;277;0.782757;0.4679191;0.7060744;0.5032936;442.5;0.24344;False;15/04/2026 8:57:49 PM:45;1776250669045;;
901;277;0.7799525;0.4681062;0.7060784;0.5032656;445.4;0.2438648;False;15/04/2026 8:57:49 PM:64;1776250669064;;
898;277;0.7771819;0.4681211;0.7028514;0.4901486;448.0;0.2443309;False;15/04/2026 8:57:49 PM:83;1776250669083;;
896;277;0.7756202;0.4685396;0.7144804;0.5129769;451.1;0.2267292;False;15/04/2026 8:57:49 PM:104;1776250669104;;
894;278;0.7738541;0.4696901;0.7143351;0.5284556;453.9;0.2250953;False;15/04/2026 8:57:49 PM:133;1776250669133;;
893;278;0.7727776;0.4699427;0.7144887;0.5129656;456.4;0.2268572;False;15/04/2026 8:57:49 PM:152;1776250669152;;
765;278;0.6620122;0.4699703;0.3327655;0.5023009;460.8;0.2136805;False;15/04/2026 8:57:49 PM:174;1776250669174;;
688;278;0.5958198;0.4700171;0.3460436;0.4966865;464.9;0.2138281;False;15/04/2026 8:57:49 PM:192;1776250669192;;
634;278;0.5485146;0.4700586;0.3460494;0.4966834;468.5;0.2138424;False;15/04/2026 8:57:49 PM:211;1776250669211;;
590;278;0.5110363;0.4700993;0.3460466;0.4966848;471.7;0.2138359;False;15/04/2026 8:57:49 PM:231;1776250669231;;
553;279;0.4791719;0.4714936;0.3313024;0.5440478;474.5;0.2004383;False;15/04/2026 8:57:49 PM:252;1776250669252;;
516;280;0.447013;0.4724431;0.2922985;0.5397282;476.9;0.2005923;False;15/04/2026 8:57:49 PM:271;1776250669271;;
507;281;0.439372;0.4747169;0.3883201;0.5584434;479.1;0.2001389;False;15/04/2026 8:57:49 PM:298;1776250669298;;
509;281;0.4405296;0.4750916;0.5258796;0.5311126;480.0;0.215048;False;15/04/2026 8:57:49 PM:319;1776250669319;;
510;281;0.4414892;0.4754041;0.5258898;0.531109;480.8;0.2150736;False;15/04/2026 8:57:49 PM:338;1776250669338;;
511;282;0.4423684;0.4756923;0.5258899;0.531109;481.5;0.2150737;False;15/04/2026 8:57:49 PM:358;1776250669358;;
510;283;0.4417408;0.4777394;0.4324104;0.5718793;485.4;0.2081077;False;15/04/2026 8:57:49 PM:378;1776250669378;;
507;284;0.4386788;0.479958;0.4002224;0.5818969;488.9;0.2081845;False;15/04/2026 8:57:49 PM:397;1776250669397;;
504;285;0.4360017;0.4820019;0.400221;0.5818975;492.0;0.2081822;False;15/04/2026 8:57:49 PM:416;1776250669416;;
504;285;0.4364594;0.4822896;0.4579596;0.5476713;496.0;0.2072482;False;15/04/2026 8:57:49 PM:436;1776250669436;;
504;286;0.4368274;0.4830402;0.4879971;0.557376;499.5;0.2069772;False;15/04/2026 8:57:49 PM:462;1776250669462;;
505;286;0.4370624;0.4832077;0.4740162;0.5329775;502.7;0.2073821;False;15/04/2026 8:57:49 PM:482;1776250669482;;
499;286;0.4316694;0.4835216;0.3714622;0.5511394;503.8;0.2111998;False;15/04/2026 8:57:49 PM:502;1776250669502;;
494;286;0.4276964;0.4839591;0.3766486;0.5554184;504.9;0.2112347;False;15/04/2026 8:57:49 PM:522;1776250669522;;
491;287;0.4249205;0.484298;0.3821199;0.5539977;505.8;0.2111597;False;15/04/2026 8:57:49 PM:544;1776250669544;;
469;287;0.4064324;0.4853422;0.2769575;0.5723798;509.0;0.1951188;False;15/04/2026 8:57:49 PM:564;1776250669564;;
450;288;0.3893168;0.4859356;0.2577166;0.5663453;511.8;0.1951547;False;15/04/2026 8:57:49 PM:582;1776250669582;;
434;288;0.3754889;0.4864686;0.2577179;0.5663445;514.3;0.1951567;False;15/04/2026 8:57:49 PM:601;1776250669601;;
423;289;0.3663188;0.488759;0.2893237;0.5903139;516.6;0.1950511;False;15/04/2026 8:57:49 PM:630;1776250669630;;
