X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
446;325;0.3864814;0.5481532;0.3864814;0.5481532;572.5;0.2259167;False;14/04/2026 5:39:34 PM:370;1776152374370;;
279;332;0.2421565;0.5601245;0.1837513;0.6395531;570.8;0.1767825;False;14/04/2026 5:39:35 PM:355;1776152375355;;
279;332;0.2413985;0.5613119;0.1837699;0.6395699;569.7;0.1768465;False;14/04/2026 5:39:35 PM:376;1776152375376;;
277;333;0.2400737;0.5620618;0.1737113;0.6330236;565.8;0.1663795;False;14/04/2026 5:39:35 PM:396;1776152375396;;
276;333;0.238987;0.5626852;0.17374;0.6330758;562.2;0.1666823;False;14/04/2026 5:39:35 PM:416;1776152375416;;
275;334;0.2379827;0.563266;0.1737406;0.633077;559.0;0.1666888;False;14/04/2026 5:39:35 PM:436;1776152375436;;
274;334;0.23707;0.5636301;0.1735608;0.6285493;560.9;0.1670964;False;14/04/2026 5:39:35 PM:457;1776152375457;;
273;334;0.23631;0.5639398;0.1736106;0.6286253;562.7;0.1675083;False;14/04/2026 5:39:35 PM:477;1776152375477;;
272;334;0.235646;0.564212;0.1736039;0.6286151;564.3;0.1674519;False;14/04/2026 5:39:35 PM:497;1776152375497;;
271;334;0.2348039;0.5642688;0.1715445;0.6214721;562.7;0.1641081;False;14/04/2026 5:39:35 PM:521;1776152375521;;
270;334;0.2342105;0.5643097;0.1715407;0.6214666;561.3;0.1640758;False;14/04/2026 5:39:35 PM:540;1776152375540;;
270;334;0.2337967;0.5643334;0.1735817;0.6193704;560.0;0.1644255;False;14/04/2026 5:39:35 PM:559;1776152375559;;
271;334;0.2344759;0.5645966;0.2469389;0.5799161;561.4;0.1689783;False;14/04/2026 5:39:35 PM:580;1776152375580;;
271;334;0.2350343;0.5648169;0.2470693;0.5798913;562.8;0.16917;False;14/04/2026 5:39:35 PM:599;1776152375599;;
272;335;0.2355188;0.5650138;0.2470606;0.5798929;563.9;0.1691573;False;14/04/2026 5:39:35 PM:620;1776152375620;;
272;335;0.2359138;0.5651797;0.2469909;0.5799061;565.0;0.1690547;False;14/04/2026 5:39:35 PM:638;1776152375638;;
270;335;0.2339792;0.5653372;0.170559;0.6123564;563.6;0.1666885;False;14/04/2026 5:39:35 PM:659;1776152375659;;
268;335;0.2324258;0.5654671;0.1705598;0.6123573;562.3;0.1666933;False;14/04/2026 5:39:35 PM:680;1776152375680;;
267;335;0.2310873;0.5655819;0.1705636;0.6123618;561.2;0.1667195;False;14/04/2026 5:39:35 PM:699;1776152375699;;
265;335;0.2298684;0.565689;0.1705626;0.6123607;560.2;0.1667131;False;14/04/2026 5:39:35 PM:720;1776152375720;;
265;335;0.2295043;0.5664095;0.1832141;0.632599;563.2;0.160273;False;14/04/2026 5:39:35 PM:741;1776152375741;;
