X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
605;247;0.5234731;0.4173074;0.6936445;0.5206525;550.1;0.2554721;False;14/04/2026 2:53:16 PM:511;1776142396511;;
631;248;0.5465803;0.4177381;0.6973847;0.4684766;550.0;0.2409142;False;14/04/2026 2:53:16 PM:533;1776142396533;;
645;249;0.5583706;0.4195543;0.6736952;0.5049491;549.9;0.2414037;False;14/04/2026 2:53:16 PM:551;1776142396551;;
657;250;0.5687557;0.421277;0.6737109;0.5049428;549.8;0.2414489;False;14/04/2026 2:53:16 PM:573;1776142396573;;
664;250;0.5750163;0.4216964;0.6583056;0.4794799;549.7;0.2411949;False;14/04/2026 2:53:16 PM:593;1776142396593;;
666;253;0.5766807;0.4268603;0.6231161;0.5571236;549.9;0.2576976;False;14/04/2026 2:53:16 PM:615;1776142396615;;
666;256;0.5766726;0.4320521;0.5756741;0.5654919;550.1;0.2584472;False;14/04/2026 2:53:16 PM:635;1776142396635;;
668;258;0.5782099;0.4359479;0.6230943;0.5571314;550.3;0.2576355;False;14/04/2026 2:53:16 PM:657;1776142396657;;
686;259;0.5938781;0.4362696;0.7289028;0.4554001;549.8;0.2541453;False;14/04/2026 2:53:16 PM:678;1776142396678;;
696;259;0.6025903;0.4364647;0.7082152;0.4793405;549.3;0.2553455;False;14/04/2026 2:53:16 PM:697;1776142396697;;
709;259;0.6136789;0.43674;0.7291281;0.4553187;548.9;0.2547639;False;14/04/2026 2:53:16 PM:718;1776142396718;;
715;260;0.6192459;0.437802;0.7033378;0.5147929;547.4;0.2717225;False;14/04/2026 2:53:16 PM:741;1776142396741;;
717;260;0.6204162;0.4388661;0.6682965;0.5197914;546.1;0.2727141;False;14/04/2026 2:53:16 PM:761;1776142396761;;
718;261;0.6215138;0.4398814;0.6682178;0.5198178;545.0;0.2725046;False;14/04/2026 2:53:16 PM:782;1776142396782;;
727;261;0.6293247;0.4399774;0.7310359;0.4988114;547.8;0.2624458;False;14/04/2026 2:53:16 PM:804;1776142396804;;
