X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
1184;356;0.6171387;0.3961664;0.6753533;0.5062385;483.0;0.2036571;False;14/04/2026 3:53:45 PM:278;1776146025278;;
1187;380;0.6187409;0.4233022;0.6344446;0.624961;480.4;0.2070135;False;14/04/2026 3:53:45 PM:301;1776146025301;;
1190;397;0.6198575;0.4417796;0.634453;0.6249488;478.0;0.2070888;False;14/04/2026 3:53:45 PM:321;1776146025321;;
1192;405;0.6209397;0.4508507;0.6372699;0.5926564;475.9;0.2073454;False;14/04/2026 3:53:45 PM:339;1776146025339;;
1188;416;0.6192509;0.4626536;0.5675359;0.6095955;472.5;0.2000348;False;14/04/2026 3:53:45 PM:361;1776146025361;;
1186;424;0.617943;0.4714657;0.5675381;0.6095881;469.5;0.2000722;False;14/04/2026 3:53:45 PM:381;1776146025381;;
1186;431;0.6178519;0.479321;0.5867075;0.6125911;466.8;0.2001228;False;14/04/2026 3:53:45 PM:402;1776146025402;;
1184;437;0.6166729;0.4856986;0.5675383;0.609587;464.3;0.2000786;False;14/04/2026 3:53:45 PM:422;1776146025422;;
1178;437;0.6140358;0.4857247;0.5536664;0.486431;461.9;0.2074426;False;14/04/2026 3:53:45 PM:444;1776146025444;;
1170;437;0.6094207;0.4857675;0.5536886;0.4863777;459.8;0.2077956;False;14/04/2026 3:53:45 PM:503;1776146025503;;
1116;436;0.5813482;0.4851112;0.4375828;0.467011;461.9;0.1939477;False;14/04/2026 3:53:45 PM:524;1776146025524;;
1071;436;0.558036;0.4852111;0.4304014;0.4918114;463.7;0.198051;False;14/04/2026 3:53:45 PM:546;1776146025546;;
1044;436;0.5440389;0.485296;0.4449468;0.4914846;465.4;0.1979138;False;14/04/2026 3:53:45 PM:568;1776146025568;;
1000;438;0.5213137;0.4873304;0.4019023;0.552973;465.1;0.2030463;False;14/04/2026 3:53:45 PM:590;1776146025590;;
948;438;0.4939683;0.4871913;0.3640806;0.4809084;464.7;0.2031132;False;14/04/2026 3:53:45 PM:611;1776146025611;;
910;438;0.4744594;0.4870768;0.3640822;0.4809182;464.4;0.2031003;False;14/04/2026 3:53:45 PM:631;1776146025631;;
870;438;0.4534988;0.4871243;0.3497538;0.4912305;464.5;0.2080629;False;14/04/2026 3:53:45 PM:654;1776146025654;;
822;437;0.4284898;0.4861222;0.3056046;0.4536935;464.6;0.2081461;False;14/04/2026 3:53:45 PM:673;1776146025673;;
782;436;0.4074965;0.4851383;0.3056064;0.4536991;464.7;0.208139;False;14/04/2026 3:53:45 PM:694;1776146025694;;
776;436;0.4042273;0.4851515;0.3681841;0.4884717;465.2;0.2074181;False;14/04/2026 3:53:45 PM:716;1776146025716;;
761;436;0.3964241;0.4846723;0.3343453;0.4618697;465.6;0.2075532;False;14/04/2026 3:53:45 PM:738;1776146025738;;
757;436;0.3947811;0.484676;0.3681807;0.4884237;466.0;0.2074897;False;14/04/2026 3:53:45 PM:758;1776146025758;;
