X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
822;410;0.7112784;0.6916977;0.7237861;0.719577;428.9;0.2209699;False;14/04/2026 3:34:55 PM:477;1776144895477;;
822;411;0.7116442;0.6921832;0.721513;0.7173709;428.3;0.2213054;False;14/04/2026 3:34:55 PM:501;1776144895501;;
822;411;0.7116062;0.6924661;0.7106313;0.7064007;427.7;0.2219774;False;14/04/2026 3:34:55 PM:523;1776144895523;;
822;411;0.7118819;0.6927586;0.7263724;0.7222817;427.2;0.2231144;False;14/04/2026 3:34:55 PM:543;1776144895543;;
823;411;0.7119436;0.6929992;0.714218;0.7100367;426.7;0.2229598;False;14/04/2026 3:34:55 PM:564;1776144895564;;
823;411;0.7121111;0.693237;0.7206481;0.7160475;428.4;0.2204637;False;14/04/2026 3:34:55 PM:585;1776144895585;;
823;411;0.7122521;0.6934388;0.7206561;0.716056;429.9;0.2207341;False;14/04/2026 3:34:55 PM:606;1776144895606;;
823;412;0.7123691;0.6936076;0.7206542;0.716054;431.3;0.2206701;False;14/04/2026 3:34:55 PM:626;1776144895626;;
793;404;0.686483;0.6801966;0.5382366;0.5322224;430.1;0.2325212;False;14/04/2026 3:34:55 PM:648;1776144895648;;
769;397;0.6655166;0.6685784;0.530999;0.5249482;429.0;0.2327022;False;14/04/2026 3:34:55 PM:669;1776144895669;;
753;392;0.6515075;0.6603516;0.5382385;0.5322242;428.1;0.2325266;False;14/04/2026 3:34:55 PM:690;1776144895690;;
737;387;0.6379694;0.6520049;0.5309816;0.5249307;427.2;0.2326403;False;14/04/2026 3:34:55 PM:711;1776144895711;;
725;383;0.6276882;0.6453416;0.5324231;0.5263998;426.6;0.2287366;False;14/04/2026 3:34:55 PM:732;1776144895732;;
716;380;0.6198981;0.6401135;0.5302546;0.5242199;426.1;0.2290922;False;14/04/2026 3:34:55 PM:752;1776144895752;;
708;377;0.613018;0.6353182;0.5302606;0.524226;425.6;0.2291775;False;14/04/2026 3:34:55 PM:772;1776144895772;;
699;374;0.6049224;0.6296718;0.5152117;0.5090944;424.1;0.2215759;False;14/04/2026 3:34:55 PM:795;1776144895795;;
