X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
522;327;0.4480244;0.5272056;0.4480244;0.5272056;446.8;0.2481851;False;15/04/2026 9:57:42 PM:540;1776254262540;;
245;319;0.2102276;0.5143866;0.2313595;0.5939549;445.8;0.1890479;False;15/04/2026 9:57:43 PM:579;1776254263579;;
245;319;0.2107518;0.5148645;0.2291976;0.5892744;444.9;0.1888446;False;15/04/2026 9:57:43 PM:598;1776254263598;;
265;319;0.2272882;0.5147624;0.3513972;0.511316;445.7;0.2009232;False;15/04/2026 9:57:43 PM:619;1776254263619;;
279;319;0.2391419;0.514683;0.3514611;0.5112996;446.3;0.2010491;False;15/04/2026 9:57:43 PM:638;1776254263638;;
290;319;0.2487933;0.5145255;0.3508562;0.5075825;446.9;0.2011914;False;15/04/2026 9:57:43 PM:657;1776254263657;;
288;320;0.2473788;0.5159457;0.203633;0.5959941;448.1;0.1802065;False;15/04/2026 9:57:43 PM:678;1776254263678;;
285;320;0.2448509;0.5168344;0.1839215;0.5902328;449.1;0.1804547;False;15/04/2026 9:57:43 PM:696;1776254263696;;
283;321;0.2429236;0.5176663;0.1892955;0.5896611;450.1;0.1805706;False;15/04/2026 9:57:43 PM:717;1776254263717;;
284;321;0.243692;0.5177093;0.2669438;0.5685164;449.7;0.2021227;False;15/04/2026 9:57:43 PM:737;1776254263737;;
284;321;0.2441956;0.5177268;0.2642263;0.5676461;449.4;0.2028737;False;15/04/2026 9:57:43 PM:755;1776254263755;;
285;321;0.2446398;0.5177433;0.2642187;0.567648;449.2;0.2028606;False;15/04/2026 9:57:43 PM:774;1776254263774;;
285;321;0.2450307;0.5177587;0.2642274;0.5676458;448.9;0.2028759;False;15/04/2026 9:57:43 PM:793;1776254263793;;
283;322;0.2432295;0.5188383;0.1949817;0.5984668;447.6;0.2058418;False;15/04/2026 9:57:43 PM:813;1776254263813;;
281;322;0.2413763;0.5194599;0.1890034;0.5918623;446.4;0.2061628;False;15/04/2026 9:57:43 PM:831;1776254263831;;
279;322;0.2397563;0.520017;0.1890074;0.5918619;445.4;0.2061772;False;15/04/2026 9:57:43 PM:850;1776254263850;;
278;323;0.2386855;0.5207787;0.1950538;0.5984594;444.4;0.2061177;False;15/04/2026 9:57:43 PM:868;1776254263868;;
286;323;0.2454945;0.5210019;0.3263984;0.5662146;445.6;0.194803;False;15/04/2026 9:57:43 PM:888;1776254263888;;
292;323;0.2509037;0.5211917;0.3264589;0.5661925;446.7;0.1949476;False;15/04/2026 9:57:43 PM:907;1776254263907;;
298;323;0.255406;0.5213596;0.3264629;0.5661911;447.7;0.1949562;False;15/04/2026 9:57:43 PM:926;1776254263926;;
298;323;0.2554049;0.5216487;0.2529392;0.5410859;449.1;0.1754225;False;15/04/2026 9:57:43 PM:945;1776254263945;;
297;324;0.2552775;0.5218719;0.2415087;0.5388399;450.4;0.1756108;False;15/04/2026 9:57:43 PM:965;1776254263965;;
297;324;0.2551614;0.5220747;0.2415211;0.5388361;451.6;0.1756358;False;15/04/2026 9:57:43 PM:984;1776254263984;;
304;324;0.2606503;0.5222364;0.3368758;0.551936;452.0;0.1827992;False;15/04/2026 9:57:44 PM:6;1776254264006;;
309;324;0.2648581;0.5223674;0.3369572;0.5518996;452.4;0.1830168;False;15/04/2026 9:57:44 PM:23;1776254264023;;
312;324;0.2678839;0.522517;0.3309804;0.546272;452.8;0.1830601;False;15/04/2026 9:57:44 PM:42;1776254264042;;
315;324;0.2704656;0.5226496;0.3309721;0.5462757;453.1;0.1830375;False;15/04/2026 9:57:44 PM:60;1776254264060;;
365;324;0.3130717;0.522128;0.52335;0.5015877;453.0;0.190488;False;15/04/2026 9:57:44 PM:81;1776254264081;;
401;324;0.3440928;0.5217426;0.5274303;0.502782;452.9;0.1906485;False;15/04/2026 9:57:44 PM:100;1776254264100;;
429;323;0.3679375;0.5214078;0.5274378;0.5027796;452.9;0.1906617;False;15/04/2026 9:57:44 PM:119;1776254264119;;
431;323;0.3701034;0.521118;0.4137772;0.5036187;453.0;0.2253757;False;15/04/2026 9:57:44 PM:138;1776254264138;;
431;323;0.3701062;0.5208332;0.37042;0.5013757;453.2;0.2255974;False;15/04/2026 9:57:44 PM:156;1776254264156;;
431;323;0.3701088;0.5205815;0.3704293;0.501372;453.3;0.2256311;False;15/04/2026 9:57:44 PM:174;1776254264174;;
431;323;0.370111;0.5203438;0.370405;0.5013817;453.4;0.2255441;False;15/04/2026 9:57:44 PM:193;1776254264193;;
471;322;0.4040447;0.5199363;0.5855638;0.4934438;451.3;0.2368228;False;15/04/2026 9:57:44 PM:214;1776254264214;;
499;322;0.4280843;0.5196068;0.5857482;0.4933912;449.4;0.2371114;False;15/04/2026 9:57:44 PM:233;1776254264233;;
513;322;0.440394;0.5191912;0.5514921;0.4882589;447.6;0.2371511;False;15/04/2026 9:57:44 PM:251;1776254264251;;
