X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
730;272;0.6322728;0.459374;0.6322728;0.459374;384.4;0.2548213;False;14/04/2026 3:13:40 PM:310;1776143620310;;
589;254;0.5099576;0.4278783;0.5368699;0.477534;404.2;0.2524649;False;14/04/2026 3:13:41 PM:303;1776143621303;;
603;254;0.5223451;0.4290348;0.6225659;0.4759329;404.2;0.2555833;False;14/04/2026 3:13:41 PM:325;1776143621325;;
609;255;0.5268763;0.4305554;0.5907506;0.4902654;404.2;0.2569887;False;14/04/2026 3:13:41 PM:346;1776143621346;;
614;256;0.5312021;0.4320808;0.5906264;0.4902948;404.2;0.2568378;False;14/04/2026 3:13:41 PM:370;1776143621370;;
620;257;0.5367827;0.4327746;0.60962;0.4774818;404.4;0.2521651;False;14/04/2026 3:13:41 PM:392;1776143621392;;
628;257;0.5440021;0.4335778;0.6321428;0.4844654;404.6;0.254589;False;14/04/2026 3:13:41 PM:413;1776143621413;;
635;258;0.5494813;0.4344422;0.6271018;0.4881238;404.7;0.2535077;False;14/04/2026 3:13:41 PM:434;1776143621434;;
635;258;0.5500783;0.4344516;0.5797163;0.4561063;405.1;0.2627839;False;14/04/2026 3:13:41 PM:456;1776143621456;;
636;258;0.5503868;0.4344738;0.5739865;0.4545013;405.5;0.2638433;False;14/04/2026 3:13:41 PM:478;1776143621478;;
636;258;0.5508754;0.4344802;0.5796863;0.4561143;405.8;0.2627313;False;14/04/2026 3:13:41 PM:499;1776143621499;;
650;258;0.5631333;0.4343492;0.6856619;0.4246053;405.6;0.2466059;False;14/04/2026 3:13:41 PM:519;1776143621519;;
660;257;0.5713727;0.4339541;0.6750172;0.4112293;405.4;0.2477258;False;14/04/2026 3:13:41 PM:539;1776143621539;;
670;257;0.5799637;0.433859;0.6857035;0.4245319;405.2;0.2472516;False;14/04/2026 3:13:41 PM:560;1776143621560;;
678;255;0.5867869;0.4300373;0.6810276;0.3455921;404.5;0.266678;False;14/04/2026 3:13:41 PM:581;1776143621581;;
687;254;0.5948737;0.4278418;0.7007335;0.3589342;403.8;0.2671582;False;14/04/2026 3:13:41 PM:603;1776143621603;;
693;252;0.5997133;0.4257662;0.6876428;0.354563;403.2;0.266991;False;14/04/2026 3:13:41 PM:621;1776143621621;;
700;251;0.6055437;0.4241443;0.7007557;0.3589014;402.7;0.267421;False;14/04/2026 3:13:41 PM:643;1776143621643;;
700;251;0.6060086;0.4230505;0.6475084;0.3679031;403.2;0.2614072;False;14/04/2026 3:13:41 PM:664;1776143621664;;
702;250;0.607605;0.4224312;0.6685588;0.3747124;403.7;0.2623029;False;14/04/2026 3:13:41 PM:685;1776143621685;;
704;250;0.6090609;0.4218587;0.6685919;0.3746659;404.2;0.2626075;False;14/04/2026 3:13:41 PM:706;1776143621706;;
709;248;0.6135117;0.4189978;0.6985455;0.33178;404.9;0.2630219;False;14/04/2026 3:13:41 PM:730;1776143621730;;
711;247;0.6155349;0.4174746;0.6874104;0.340147;405.6;0.2650177;False;14/04/2026 3:13:41 PM:749;1776143621749;;
713;247;0.6175476;0.4159462;0.6874088;0.3401517;406.2;0.2650004;False;14/04/2026 3:13:41 PM:771;1776143621771;;
716;245;0.6195528;0.4125201;0.6898015;0.308946;406.2;0.2715435;False;14/04/2026 3:13:41 PM:794;1776143621794;;
718;244;0.6213894;0.4119718;0.6932516;0.3499532;406.2;0.2735054;False;14/04/2026 3:13:41 PM:815;1776143621815;;
720;244;0.6229782;0.4114895;0.6932655;0.3499268;406.1;0.2736394;False;14/04/2026 3:13:41 PM:835;1776143621835;;
720;244;0.6233529;0.4113828;0.6546479;0.4048918;405.1;0.2678098;False;14/04/2026 3:13:41 PM:855;1776143621855;;
720;244;0.6234668;0.411266;0.6640923;0.4021964;404.3;0.2692303;False;14/04/2026 3:13:41 PM:873;1776143621873;;
721;244;0.6238018;0.4111762;0.655021;0.4047772;403.5;0.2685185;False;14/04/2026 3:13:41 PM:896;1776143621896;;
723;244;0.6262779;0.4108344;0.7039466;0.3615635;403.4;0.2568107;False;14/04/2026 3:13:41 PM:916;1776143621916;;
725;243;0.6275842;0.4107109;0.6948183;0.391106;403.3;0.258892;False;14/04/2026 3:13:41 PM:935;1776143621935;;
726;243;0.628726;0.4106631;0.6945672;0.3810382;403.2;0.2583484;False;14/04/2026 3:13:41 PM:955;1776143621955;;
727;243;0.6297036;0.4106217;0.6946509;0.3810131;403.1;0.2584996;False;14/04/2026 3:13:41 PM:973;1776143621973;;
