X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
697;369;0.6033353;0.6230422;0.5654584;0.5605279;528.6;0.1920355;False;14/04/2026 3:48:59 PM:145;1776145739145;;
697;369;0.6032813;0.6229587;0.5903423;0.5855701;524.8;0.1945677;False;14/04/2026 3:48:59 PM:168;1776145739168;;
697;369;0.6032375;0.622891;0.5902654;0.5854927;521.4;0.1944479;False;14/04/2026 3:48:59 PM:189;1776145739189;;
697;369;0.6031017;0.6227241;0.5848908;0.5800847;518.3;0.1946279;False;14/04/2026 3:48:59 PM:211;1776145739211;;
696;369;0.602855;0.6224505;0.5810819;0.5762556;519.2;0.1927495;False;14/04/2026 3:48:59 PM:235;1776145739235;;
696;368;0.6026768;0.622251;0.5812373;0.5764128;520.0;0.1928957;False;14/04/2026 3:48:59 PM:255;1776145739255;;
696;368;0.6026424;0.6222018;0.5875169;0.5827246;522.7;0.2037792;False;14/04/2026 3:48:59 PM:278;1776145739278;;
696;368;0.6025953;0.6221355;0.587145;0.5823478;525.1;0.2032723;False;14/04/2026 3:48:59 PM:308;1776145739308;;
696;368;0.6025731;0.6221029;0.5875853;0.5827933;527.3;0.2038813;False;14/04/2026 3:48:59 PM:328;1776145739328;;
695;368;0.6012281;0.6210299;0.5551853;0.5501885;527.4;0.1782998;False;14/04/2026 3:48:59 PM:349;1776145739349;;
693;367;0.6001046;0.6201223;0.5552105;0.5502139;527.6;0.1783372;False;14/04/2026 3:48:59 PM:370;1776145739370;;
692;367;0.5991782;0.619366;0.555198;0.5502013;527.7;0.1783187;False;14/04/2026 3:48:59 PM:389;1776145739389;;
692;367;0.5988041;0.619024;0.5653384;0.5604071;527.8;0.1784145;False;14/04/2026 3:48:59 PM:410;1776145739410;;
